Commodities,Countries,Nominal_Value,HS_Code,Month,Year,Inflation_Rate,CPI,Real_Value,CategoryType,YearMonth
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Thailand,30971528,7606,10,2022,6.5,135.51484256620265,22854712.748,Refined/Articles,2022-10-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Vietnam,30179,7607,9,2022,6.5,135.51484256620265,22269.885,Refined/Articles,2022-09-01
7503 Nickel Waste And Scrap,Singapore,151297,7503,11,2015,0.7,107.92305302183996,140189.696,Ore/Raw,2015-11-01
7408 Copper Wire,Thailand,208473,7408,8,2010,1.5,100.0,208473.0,Refined/Articles,2010-08-01
7907 Articles Of Zinc Nesoi,Thailand,170520,7907,10,2015,0.7,107.92305302183996,158001.461,Refined/Articles,2015-10-01
"7601 Aluminum, Unwrought",Malaysia,102750,7601,10,2014,0.8,107.17284311999997,95873.168,Refined/Articles,2014-10-01
7608 Aluminum Tubes And Pipes,Thailand,5409,7608,10,2016,2.1,110.18943713529859,4908.819,Refined/Articles,2016-10-01
7411 Copper Tubes And Pipes,Malaysia,12305387,7411,12,2010,1.5,100.0,12305387.0,Refined/Articles,2010-12-01
7609 Aluminum Tube Or Pipe Fittings,Singapore,2072,7609,5,2015,0.7,107.92305302183996,1919.886,Other,2015-05-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Thailand,43853781,7606,7,2022,6.5,135.51484256620265,32360869.237,Refined/Articles,2022-07-01
7608 Aluminum Tubes And Pipes,Thailand,19165,7608,2,2024,2.9,144.18589528264368,13291.869,Refined/Articles,2024-02-01
7608 Aluminum Tubes And Pipes,Malaysia,140970,7608,3,2022,6.5,135.51484256620265,104025.505,Refined/Articles,2022-03-01
7605 Aluminum Wire,Indonesia,3034,7605,3,2016,2.1,110.18943713529859,2753.44,Refined/Articles,2016-03-01
7608 Aluminum Tubes And Pipes,Thailand,13640,7608,8,2017,2.1,112.50341531513985,12124.076,Refined/Articles,2017-08-01
7408 Copper Wire,Vietnam,400077,7408,10,2013,1.5,106.32226499999997,376287.13,Refined/Articles,2013-10-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,425541,7612,11,2025,2.7,148.07891445527505,287374.473,Other,2025-11-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Philippines,2597,7615,7,2016,2.1,110.18943713529859,2356.85,Other,2016-07-01
7605 Aluminum Wire,Malaysia,1603334,7605,1,2013,1.5,106.32226499999997,1507994.586,Refined/Articles,2013-01-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,357937,7612,2,2017,2.1,112.50341531513985,318156.564,Other,2017-02-01
7411 Copper Tubes And Pipes,Vietnam,14216609,7411,4,2019,2.3,117.27772275086842,12122173.476,Refined/Articles,2019-04-01
7419 Articles Of Copper Nesoi,Indonesia,195296,7419,12,2010,1.5,100.0,195296.0,Refined/Articles,2010-12-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Malaysia,17833,7413,2,2022,6.5,135.51484256620265,13159.444,Refined/Articles,2022-02-01
7907 Articles Of Zinc Nesoi,Malaysia,139212,7907,5,2014,0.8,107.17284311999997,129894.846,Refined/Articles,2014-05-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Indonesia,2311049,7607,10,2021,7.0,127.24398363023722,1816234.398,Refined/Articles,2021-10-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Thailand,70788,7415,10,2011,3.0,103.0,68726.214,Other,2011-10-01
"7604 Aluminum Bars, Rods And Profiles",Malaysia,4107564,7604,8,2011,3.0,103.0,3987926.214,Refined/Articles,2011-08-01
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Malaysia,5250,3801,6,2010,1.5,100.0,5250.0,Other,2010-06-01
"7505 Nickel Bars, Rods, Profiles And Wire",Philippines,7605,7505,4,2023,3.4,140.12234721345354,5427.4,Refined/Articles,2023-04-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Vietnam,2700,7415,10,2017,2.1,112.50341531513985,2399.927,Other,2017-10-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Burma,90990,7615,1,2024,2.9,144.18589528264368,63106.034,Other,2024-01-01
"3606 Ferrocerium & Other Pyrophoric Alloys, Etc.",Philippines,10060,3606,4,2025,2.7,148.07891445527505,6793.675,Refined/Articles,2025-04-01
7907 Articles Of Zinc Nesoi,Vietnam,177193,7907,6,2018,1.9,114.6409802061275,154563.403,Refined/Articles,2018-06-01
3801 Artificial Graphite; Collodial Graphite & Prep Etc,Indonesia,33187090,3801,9,2025,2.7,148.07891445527505,22411759.38,Other,2025-09-01
7404 Copper Waste And Scrap,Philippines,75862,7404,7,2016,2.1,110.18943713529859,68846.889,Ore/Raw,2016-07-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Philippines,10004,7615,6,2016,2.1,110.18943713529859,9078.91,Other,2016-06-01
7605 Aluminum Wire,Singapore,3600,7605,8,2022,6.5,135.51484256620265,2656.536,Refined/Articles,2022-08-01
7412 Copper Tube Or Pipe Fittings,Indonesia,683572,7412,12,2019,2.3,117.27772275086842,582866.024,Other,2019-12-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Thailand,11169043,7615,2,2011,3.0,103.0,10843731.068,Other,2011-02-01
"3606 Ferrocerium & Other Pyrophoric Alloys, Etc.",Thailand,3777,3606,9,2025,2.7,148.07891445527505,2550.667,Refined/Articles,2025-09-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,316833,7418,3,2018,1.9,114.6409802061275,276369.758,Other,2018-03-01
"7407 Copper Bars, Rods And Profiles",Vietnam,781634,7407,12,2025,2.7,148.07891445527505,527849.629,Refined/Articles,2025-12-01
7419 Articles Of Copper Nesoi,Philippines,5155,7419,8,2019,2.3,117.27772275086842,4395.549,Refined/Articles,2019-08-01
7408 Copper Wire,Indonesia,27934,7408,4,2013,1.5,106.32226499999997,26272.954,Refined/Articles,2013-04-01
7609 Aluminum Tube Or Pipe Fittings,Philippines,121600,7609,12,2025,2.7,148.07891445527505,82118.376,Other,2025-12-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Thailand,15371,7415,8,2020,1.4,118.91961086938058,12925.538,Other,2020-08-01
"7604 Aluminum Bars, Rods And Profiles",Thailand,163314,7604,9,2011,3.0,103.0,158557.282,Refined/Articles,2011-09-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Singapore,2800,7403,9,2021,7.0,127.24398363023722,2200.497,Refined/Articles,2021-09-01
"7614 Stranded Wire, Cables Etc, Aluminum, No Elec Insul",Thailand,12800,7614,4,2022,6.5,135.51484256620265,9445.46,Refined/Articles,2022-04-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Singapore,10948,7607,2,2024,2.9,144.18589528264368,7592.976,Refined/Articles,2024-02-01
7605 Aluminum Wire,Singapore,2100,7605,2,2020,1.4,118.91961086938058,1765.899,Refined/Articles,2020-02-01
7907 Articles Of Zinc Nesoi,Malaysia,162243,7907,3,2016,2.1,110.18943713529859,147240.066,Refined/Articles,2016-03-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Indonesia,315390,7607,11,2012,1.7,104.75099999999999,301085.431,Refined/Articles,2012-11-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Malaysia,3539806,7610,2,2023,3.4,140.12234721345354,2526225.167,Refined/Articles,2023-02-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Vietnam,4608,7607,5,2023,3.4,140.12234721345354,3288.555,Refined/Articles,2023-05-01
7609 Aluminum Tube Or Pipe Fittings,Vietnam,312963,7609,1,2021,7.0,127.24398363023722,245955.047,Other,2021-01-01
7503 Nickel Waste And Scrap,Singapore,1774494,7503,9,2019,2.3,117.27772275086842,1513069.966,Ore/Raw,2019-09-01
7504 Nickel Powders And Flakes,Vietnam,2800,7504,6,2022,6.5,135.51484256620265,2066.194,Other,2022-06-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Philippines,1252865,7403,4,2025,2.7,148.07891445527505,846079.271,Refined/Articles,2025-04-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Vietnam,39117,7413,4,2025,2.7,148.07891445527505,26416.32,Refined/Articles,2025-04-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Philippines,1353939,7610,10,2024,2.9,144.18589528264368,939023.195,Refined/Articles,2024-10-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Thailand,23594,7413,2,2021,7.0,127.24398363023722,18542.331,Refined/Articles,2021-02-01
7419 Articles Of Copper Nesoi,Thailand,1317935,7419,10,2024,2.9,144.18589528264368,914052.652,Refined/Articles,2024-10-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Malaysia,3699369,7610,11,2021,7.0,127.24398363023722,2907303.665,Refined/Articles,2021-11-01
"7604 Aluminum Bars, Rods And Profiles",Vietnam,7053189,7604,11,2017,2.1,112.50341531513985,6269311.007,Refined/Articles,2017-11-01
7408 Copper Wire,Vietnam,319749,7408,6,2012,1.7,104.75099999999999,305246.728,Refined/Articles,2012-06-01
"7601 Aluminum, Unwrought",Indonesia,451456,7601,4,2024,2.9,144.18589528264368,313106.909,Refined/Articles,2024-04-01
"7604 Aluminum Bars, Rods And Profiles",Thailand,3447885,7604,7,2025,2.7,148.07891445527505,2328410.505,Refined/Articles,2025-07-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,832530,8108,8,2017,2.1,112.50341531513985,740004.201,Ore/Raw,2017-08-01
7411 Copper Tubes And Pipes,Thailand,234352,7411,1,2018,1.9,114.6409802061275,204422.537,Refined/Articles,2018-01-01
7907 Articles Of Zinc Nesoi,Thailand,823262,7907,11,2025,2.7,148.07891445527505,555961.666,Refined/Articles,2025-11-01
7907 Articles Of Zinc Nesoi,Thailand,221535,7907,10,2018,1.9,114.6409802061275,193242.416,Refined/Articles,2018-10-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Malaysia,113405,7606,8,2018,1.9,114.6409802061275,98921.869,Refined/Articles,2018-08-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Indonesia,13582650,7606,11,2014,0.8,107.17284311999997,12673593.053,Refined/Articles,2014-11-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Singapore,628261,7610,4,2015,0.7,107.92305302183996,582137.905,Refined/Articles,2015-04-01
7907 Articles Of Zinc Nesoi,Malaysia,119041,7907,9,2021,7.0,127.24398363023722,93553.343,Refined/Articles,2021-09-01
"7604 Aluminum Bars, Rods And Profiles",Philippines,13712,7604,6,2010,1.5,100.0,13712.0,Refined/Articles,2010-06-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Singapore,428966,7606,10,2012,1.7,104.75099999999999,409510.172,Refined/Articles,2012-10-01
7907 Articles Of Zinc Nesoi,Malaysia,397557,7907,5,2021,7.0,127.24398363023722,312436.776,Refined/Articles,2021-05-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Singapore,10800,7403,2,2013,1.5,106.32226499999997,10157.797,Refined/Articles,2013-02-01
7602 Aluminum Waste And Scrap,Singapore,0,7602,4,2024,2.9,144.18589528264368,0.0,Ore/Raw,2024-04-01
7609 Aluminum Tube Or Pipe Fittings,Singapore,2711,7609,8,2011,3.0,103.0,2632.039,Other,2011-08-01
7609 Aluminum Tube Or Pipe Fittings,Philippines,66160,7609,2,2010,1.5,100.0,66160.0,Other,2010-02-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Indonesia,1301739,7615,1,2012,1.7,104.75099999999999,1242698.399,Other,2012-01-01
7404 Copper Waste And Scrap,Malaysia,7133,7404,4,2015,0.7,107.92305302183996,6609.339,Ore/Raw,2015-04-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Thailand,491825,7418,3,2022,6.5,135.51484256620265,362930.725,Other,2022-03-01
7404 Copper Waste And Scrap,Vietnam,77171,7404,9,2016,2.1,110.18943713529859,70034.844,Ore/Raw,2016-09-01
2846 Rare-earth Metal Compounds Of Yttrium Or Scandium,Malaysia,579730,2846,2,2014,0.8,107.17284311999997,540929.944,Compound,2014-02-01
"7614 Stranded Wire, Cables Etc, Aluminum, No Elec Insul",Vietnam,1160654,7614,8,2022,6.5,135.51484256620265,856477.4,Refined/Articles,2022-08-01
7616 Articles Of Aluminum Nesoi,Indonesia,13386,7616,9,2013,1.5,106.32226499999997,12590.025,Refined/Articles,2013-09-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Singapore,3938,7403,3,2017,2.1,112.50341531513985,3500.338,Refined/Articles,2017-03-01
7412 Copper Tube Or Pipe Fittings,Singapore,654170,7412,8,2022,6.5,135.51484256620265,482729.41,Other,2022-08-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Vietnam,5121658,7615,5,2020,1.4,118.91961086938058,4306823.713,Other,2020-05-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Vietnam,4674753,7615,3,2022,6.5,135.51484256620265,3449624.345,Other,2022-03-01
7608 Aluminum Tubes And Pipes,Vietnam,571994,7608,7,2022,6.5,135.51484256620265,422089.558,Refined/Articles,2022-07-01
7404 Copper Waste And Scrap,Malaysia,317547,7404,4,2011,3.0,103.0,308298.058,Ore/Raw,2011-04-01
"7403 Refined Copper & Alloys (no Mast Alloy), Unwrought",Vietnam,17554,7403,4,2025,2.7,148.07891445527505,11854.49,Refined/Articles,2025-04-01
7602 Aluminum Waste And Scrap,Thailand,712271,7602,8,2018,1.9,114.6409802061275,621305.748,Ore/Raw,2018-08-01
7411 Copper Tubes And Pipes,Indonesia,29766,7411,10,2020,1.4,118.91961086938058,25030.354,Refined/Articles,2020-10-01
7602 Aluminum Waste And Scrap,Thailand,401271,7602,5,2017,2.1,112.50341531513985,356674.505,Ore/Raw,2017-05-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Malaysia,203418,7610,7,2014,0.8,107.17284311999997,189803.68,Refined/Articles,2014-07-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Indonesia,23981,7418,5,2011,3.0,103.0,23282.524,Other,2011-05-01
7419 Articles Of Copper Nesoi,Singapore,58724,7419,7,2015,0.7,107.92305302183996,54412.842,Refined/Articles,2015-07-01
"7508 Articles Of Nickel, Nesoi",Thailand,2255,7508,4,2012,1.7,104.75099999999999,2152.724,Refined/Articles,2012-04-01
"3606 Ferrocerium & Other Pyrophoric Alloys, Etc.",Philippines,25152,3606,1,2025,2.7,148.07891445527505,16985.538,Refined/Articles,2025-01-01
7616 Articles Of Aluminum Nesoi,Philippines,125208,7616,5,2013,1.5,106.32226499999997,117762.728,Refined/Articles,2013-05-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Indonesia,1698521,7606,4,2020,1.4,118.91961086938058,1428293.439,Refined/Articles,2020-04-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Philippines,217324,7610,8,2020,1.4,118.91961086938058,182748.664,Refined/Articles,2020-08-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Singapore,108190,7615,1,2020,1.4,118.91961086938058,90977.425,Other,2020-01-01
7602 Aluminum Waste And Scrap,Vietnam,3545,7602,11,2016,2.1,110.18943713529859,3217.187,Ore/Raw,2016-11-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Malaysia,6464,8108,11,2016,2.1,110.18943713529859,5866.261,Ore/Raw,2016-11-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Singapore,673306,8108,7,2018,1.9,114.6409802061275,587317.03,Ore/Raw,2018-07-01
7616 Articles Of Aluminum Nesoi,Thailand,1436169,7616,2,2013,1.5,106.32226499999997,1350769.756,Refined/Articles,2013-02-01
7616 Articles Of Aluminum Nesoi,Vietnam,1236385,7616,7,2019,2.3,117.27772275086842,1054236.876,Refined/Articles,2019-07-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Malaysia,15067,7612,8,2025,2.7,148.07891445527505,10174.98,Other,2025-08-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Singapore,5100,7409,12,2023,3.4,140.12234721345354,3639.676,Refined/Articles,2023-12-01
"7612 Aluminum Casks, Cans Etc Nov 300 Liter Capacity",Thailand,455297,7612,11,2011,3.0,103.0,442035.922,Other,2011-11-01
7907 Articles Of Zinc Nesoi,Vietnam,306113,7907,10,2023,3.4,140.12234721345354,218461.228,Refined/Articles,2023-10-01
7616 Articles Of Aluminum Nesoi,Cambodia,617012,7616,8,2019,2.3,117.27772275086842,526111.853,Refined/Articles,2019-08-01
7411 Copper Tubes And Pipes,Thailand,705449,7411,9,2010,1.5,100.0,705449.0,Refined/Articles,2010-09-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Indonesia,361520,7615,12,2019,2.3,117.27772275086842,308259.737,Other,2019-12-01
"7614 Stranded Wire, Cables Etc, Aluminum, No Elec Insul",Vietnam,322498,7614,2,2025,2.7,148.07891445527505,217787.928,Refined/Articles,2025-02-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Singapore,3408,7415,8,2022,6.5,135.51484256620265,2514.854,Other,2022-08-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Singapore,106754,7610,4,2018,1.9,114.6409802061275,93120.278,Refined/Articles,2018-04-01
7503 Nickel Waste And Scrap,Malaysia,170617,7503,8,2015,0.7,107.92305302183996,158091.339,Ore/Raw,2015-08-01
7410 Copper Foil (backed Or Not) Nov .15mm Th (ex Back),Philippines,39594,7410,10,2022,6.5,135.51484256620265,29217.464,Refined/Articles,2022-10-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Singapore,2426,7607,5,2018,1.9,114.6409802061275,2116.172,Refined/Articles,2018-05-01
7907 Articles Of Zinc Nesoi,Malaysia,95820,7907,3,2017,2.1,112.50341531513985,85170.748,Refined/Articles,2017-03-01
"7409 Copper Plates, Sheets & Strip, Over 0.15MM Thick",Singapore,21125,7409,8,2014,0.8,107.17284311999997,19711.15,Refined/Articles,2014-08-01
7408 Copper Wire,Thailand,700180,7408,9,2018,1.9,114.6409802061275,610758.909,Refined/Articles,2018-09-01
"7407 Copper Bars, Rods And Profiles",Malaysia,428456,7407,7,2014,0.8,107.17284311999997,399780.38,Refined/Articles,2014-07-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Indonesia,2450,7418,4,2013,1.5,106.32226499999997,2304.315,Other,2013-04-01
7419 Articles Of Copper Nesoi,Singapore,51963,7419,4,2025,2.7,148.07891445527505,35091.424,Refined/Articles,2025-04-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Thailand,2747153,7610,11,2018,1.9,114.6409802061275,2396309.762,Refined/Articles,2018-11-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Malaysia,3246490,7610,11,2024,2.9,144.18589528264368,2251600.265,Refined/Articles,2024-11-01
"7407 Copper Bars, Rods And Profiles",Vietnam,2496482,7407,8,2025,2.7,148.07891445527505,1685913.223,Refined/Articles,2025-08-01
"7415 Nails, Tacks Etc Of Copper Etc, Screws Etc, Copper",Singapore,52155,7415,4,2022,6.5,135.51484256620265,38486.559,Other,2022-04-01
"8108 Titanium & Articles Thereof, Includ Waste & Scrap",Vietnam,2133,8108,7,2015,0.7,107.92305302183996,1976.408,Ore/Raw,2015-07-01
7605 Aluminum Wire,Singapore,8921,7605,5,2019,2.3,117.27772275086842,7606.73,Refined/Articles,2019-05-01
7607 Aluminum Foil (back Or Not) Nov .2mm Th (ex Back),Thailand,1796883,7607,6,2018,1.9,114.6409802061275,1567400.241,Refined/Articles,2018-06-01
"7606 Aluminum Plates, Sheets & Strip Over .2mm Thick",Singapore,47278,7606,2,2016,2.1,110.18943713529859,42906.109,Refined/Articles,2016-02-01
7907 Articles Of Zinc Nesoi,Cambodia,172273,7907,7,2023,3.4,140.12234721345354,122944.7,Refined/Articles,2023-07-01
"7418 Household Art & Pts, Cop; Pot Scourers Etc, Copper",Vietnam,4805,7418,5,2014,0.8,107.17284311999997,4483.412,Other,2014-05-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Philippines,860592,7610,1,2024,2.9,144.18589528264368,596862.82,Refined/Articles,2024-01-01
7608 Aluminum Tubes And Pipes,Indonesia,142921,7608,3,2022,6.5,135.51484256620265,105465.2,Refined/Articles,2022-03-01
2614 Titanium Ores And Concentrates,Malaysia,170868,2614,6,2017,2.1,112.50341531513985,151878.056,Ore/Raw,2017-06-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Vietnam,8393510,7615,10,2020,1.4,118.91961086938058,7058137.795,Other,2020-10-01
7907 Articles Of Zinc Nesoi,Vietnam,219797,7907,6,2023,3.4,140.12234721345354,156860.775,Refined/Articles,2023-06-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Singapore,1019504,7610,7,2020,1.4,118.91961086938058,857305.193,Refined/Articles,2020-07-01
7412 Copper Tube Or Pipe Fittings,Singapore,508232,7412,8,2016,2.1,110.18943713529859,461234.773,Other,2016-08-01
7602 Aluminum Waste And Scrap,Singapore,0,7602,5,2024,2.9,144.18589528264368,0.0,Ore/Raw,2024-05-01
7616 Articles Of Aluminum Nesoi,Malaysia,1404282,7616,5,2015,0.7,107.92305302183996,1301188.171,Refined/Articles,2015-05-01
7610 Aluminum Structures Nesoi (no Prefab) & Parts Of,Vietnam,55042,7610,5,2014,0.8,107.17284311999997,51358.16,Refined/Articles,2014-05-01
"7615 Household Art Etc, Pot Scour Etc, San Wr, Aluminum",Indonesia,325080,7615,3,2016,2.1,110.18943713529859,295019.204,Other,2016-03-01
7907 Articles Of Zinc Nesoi,Malaysia,184351,7907,1,2014,0.8,107.17284311999997,172012.792,Refined/Articles,2014-01-01
"7413 Stranded Wire, Cable Etc Of Copper, Not Elec Insul",Thailand,122207,7413,7,2023,3.4,140.12234721345354,87214.497,Refined/Articles,2023-07-01
7616 Articles Of Aluminum Nesoi,Philippines,63339,7616,8,2012,1.7,104.75099999999999,60466.249,Refined/Articles,2012-08-01
"7604 Aluminum Bars, Rods And Profiles",Malaysia,1256599,7604,4,2019,2.3,117.27772275086842,1071472.885,Refined/Articles,2019-04-01
7419 Articles Of Copper Nesoi,Indonesia,107031,7419,11,2010,1.5,100.0,107031.0,Refined/Articles,2010-11-01
"7508 Articles Of Nickel, Nesoi",Vietnam,2880,7508,11,2020,1.4,118.91961086938058,2421.804,Refined/Articles,2020-11-01
7609 Aluminum Tube Or Pipe Fittings,Thailand,3653,7609,5,2019,2.3,117.27772275086842,3114.829,Other,2019-05-01
